accession_version,taxid
NZ_CP044164.1,"IntegerElement(195, attributes={})"
NC_017200.1,"IntegerElement(930170, attributes={})"
NZ_CP045049.1,"IntegerElement(1598, attributes={})"
NZ_CP044359.1,"IntegerElement(1390, attributes={})"
NZ_CP014027.1,"IntegerElement(1314, attributes={})"
NZ_CP023454.1,"IntegerElement(2033435, attributes={})"
NZ_CP063443.1,"IntegerElement(1283, attributes={})"
NZ_CP063663.1,"IntegerElement(2781390, attributes={})"
NZ_CP064058.1,"IntegerElement(150056, attributes={})"
NZ_CP064059.1,"IntegerElement(150056, attributes={})"
NZ_CP079714.1,"IntegerElement(34105, attributes={})"
NZ_CP012120.1,"IntegerElement(46170, attributes={})"
NZ_OD940431.1,"IntegerElement(1351, attributes={})"
NZ_AP018794.1,"IntegerElement(2093742, attributes={})"
NZ_CP014255.1,"IntegerElement(91890, attributes={})"
NZ_CP016829.1,"IntegerElement(1719, attributes={})"
NC_007109.1,"IntegerElement(315456, attributes={})"
NC_019896.1,"IntegerElement(1192196, attributes={})"
NZ_CP014064.1,"IntegerElement(1280, attributes={})"
NC_018887.1,"IntegerElement(1239934, attributes={})"
NZ_CP014055.1,"IntegerElement(673, attributes={})"
NZ_AP026604.1,"IntegerElement(1352, attributes={})"
NZ_CP012068.1,"IntegerElement(888727, attributes={})"
NZ_CP011398.1,"IntegerElement(1639, attributes={})"
NZ_CP012409.1,"IntegerElement(1381115, attributes={})"
NZ_CP016393.1,"IntegerElement(1585, attributes={})"
NZ_CP016316.1,"IntegerElement(1396, attributes={})"
NC_009567.1,"IntegerElement(374931, attributes={})"
NC_021829.2,"IntegerElement(930782, attributes={})"
NZ_CP009941.1,"IntegerElement(1396, attributes={})"
NZ_LT635458.1,"IntegerElement(210, attributes={})"
NC_016928.1,"IntegerElement(1118959, attributes={})"
NZ_CP007600.1,"IntegerElement(1639, attributes={})"
NZ_CP013220.1,"IntegerElement(264445, attributes={})"
NZ_CP009369.1,"IntegerElement(1396, attributes={})"
NZ_CP039460.1,"IntegerElement(1909293, attributes={})"
NZ_CP029621.1,"IntegerElement(727, attributes={})"
NZ_CP075440.1,"IntegerElement(29518, attributes={})"
NZ_CP039916.1,"IntegerElement(358, attributes={})"
NZ_CP030028.1,"IntegerElement(352858, attributes={})"
NZ_CP027781.1,"IntegerElement(1491, attributes={})"
NZ_CP046057.1,"IntegerElement(2666127, attributes={})"
NZ_CP041979.1,"IntegerElement(2026187, attributes={})"
NZ_CP047917.1,"IntegerElement(713059, attributes={})"
NZ_CP039164.1,"IntegerElement(1280, attributes={})"
NZ_CP033505.1,"IntegerElement(1280, attributes={})"
NZ_CP033051.1,"IntegerElement(189381, attributes={})"
NZ_CP019154.1,"IntegerElement(1932004, attributes={})"
NZ_CP033855.1,"IntegerElement(87883, attributes={})"
NZ_CP032527.1,"IntegerElement(1138452, attributes={})"
NZ_CP019169.1,"IntegerElement(1904640, attributes={})"
NZ_CP040590.1,"IntegerElement(231049, attributes={})"
NZ_CP040587.1,"IntegerElement(231049, attributes={})"
NZ_CP075219.1,"IntegerElement(29519, attributes={})"
NZ_CP075202.1,"IntegerElement(29518, attributes={})"
NZ_CP046746.1,"IntegerElement(666, attributes={})"
NZ_CP017950.1,"IntegerElement(1911683, attributes={})"
NZ_CP014256.1,"IntegerElement(91890, attributes={})"
NZ_AP014572.1,"IntegerElement(1314, attributes={})"
NZ_CP022553.1,"IntegerElement(670, attributes={})"
NZ_LR735437.1,"IntegerElement(1282, attributes={})"
NZ_CP026859.1,"IntegerElement(747, attributes={})"
NZ_CP014334.1,"IntegerElement(2423, attributes={})"
NZ_CP026120.1,"IntegerElement(1421, attributes={})"
NZ_CP038862.1,"IntegerElement(197, attributes={})"
NZ_CP023538.1,"IntegerElement(329, attributes={})"
NZ_CP024911.1,"IntegerElement(470, attributes={})"
NC_009337.1,"IntegerElement(290318, attributes={})"
NZ_LT700188.1,"IntegerElement(1702287, attributes={})"
NZ_CP014016.1,"IntegerElement(1286, attributes={})"
NZ_CP024794.1,"IntegerElement(2052936, attributes={})"
NZ_CP097335.1,"IntegerElement(75985, attributes={})"
NZ_CP014250.1,"IntegerElement(1639, attributes={})"
NZ_CP012851.1,"IntegerElement(1085624, attributes={})"
NZ_CP014138.1,"IntegerElement(1314, attributes={})"
NZ_CP050327.1,"IntegerElement(287, attributes={})"
NZ_CP050274.1,"IntegerElement(60847, attributes={})"
NZ_CP075210.1,"IntegerElement(29518, attributes={})"
NZ_CP075214.1,"IntegerElement(29518, attributes={})"
NZ_CP075216.1,"IntegerElement(29518, attributes={})"
NZ_CP033723.1,"IntegerElement(31963, attributes={})"
NZ_CP075220.1,"IntegerElement(29519, attributes={})"
NZ_CP075221.1,"IntegerElement(29519, attributes={})"
NZ_CP075222.1,"IntegerElement(29519, attributes={})"
NZ_CP075223.1,"IntegerElement(29519, attributes={})"
NZ_CP075250.1,"IntegerElement(29518, attributes={})"
NZ_CP075212.1,"IntegerElement(29518, attributes={})"
NZ_CP075209.1,"IntegerElement(29518, attributes={})"
NZ_CP075199.1,"IntegerElement(29518, attributes={})"
NZ_CP075200.1,"IntegerElement(29518, attributes={})"
NZ_CP075201.1,"IntegerElement(29518, attributes={})"
NZ_CP075203.1,"IntegerElement(29518, attributes={})"
NZ_CP075205.1,"IntegerElement(29518, attributes={})"
NZ_CP075206.1,"IntegerElement(29518, attributes={})"
NZ_CP075450.1,"IntegerElement(29518, attributes={})"
NZ_CP009470.1,"IntegerElement(1295, attributes={})"
NZ_CP009590.1,"IntegerElement(269801, attributes={})"
NZ_CP075445.1,"IntegerElement(29518, attributes={})"
NZ_CP075442.1,"IntegerElement(29518, attributes={})"
NZ_CP075409.1,"IntegerElement(29519, attributes={})"
NZ_CP075410.1,"IntegerElement(29519, attributes={})"
NZ_CP075436.1,"IntegerElement(29519, attributes={})"
NZ_AP014944.1,"IntegerElement(1295, attributes={})"
NZ_CP077198.1,"IntegerElement(666, attributes={})"
NZ_CP035711.1,"IntegerElement(264203, attributes={})"
NZ_CP035712.1,"IntegerElement(542, attributes={})"
NZ_CP035713.1,"IntegerElement(542, attributes={})"
NC_009975.1,"IntegerElement(444158, attributes={})"
NZ_AP017920.1,"IntegerElement(274, attributes={})"
NZ_AP017894.1,"IntegerElement(1655, attributes={})"
NZ_CP029202.1,"IntegerElement(2134, attributes={})"
NZ_CP010071.1,"IntegerElement(1561223, attributes={})"
NZ_CP009615.1,"IntegerElement(1185650, attributes={})"
NZ_CP009616.1,"IntegerElement(1185650, attributes={})"
NZ_CP009628.1,"IntegerElement(526977, attributes={})"
NC_011375.1,"IntegerElement(471876, attributes={})"
NZ_CP009762.1,"IntegerElement(1295, attributes={})"
NC_010544.1,"IntegerElement(59748, attributes={})"
NZ_AP020315.1,"IntegerElement(1280, attributes={})"
NZ_LN997864.1,"IntegerElement(981386, attributes={})"
NZ_CP019597.1,"IntegerElement(29382, attributes={})"
NZ_CP014990.1,"IntegerElement(492670, attributes={})"
NZ_CP046351.1,"IntegerElement(150056, attributes={})"
NZ_CP019702.1,"IntegerElement(359, attributes={})"
NZ_CP019697.1,"IntegerElement(643674, attributes={})"
NZ_LM997412.1,"IntegerElement(1912856, attributes={})"
NZ_CP043810.1,"IntegerElement(725, attributes={})"
NC_017270.1,"IntegerElement(935297, attributes={})"
NC_005303.2,"IntegerElement(262768, attributes={})"
NZ_LR134176.1,"IntegerElement(446, attributes={})"
NZ_CP015403.2,"IntegerElement(1834205, attributes={})"
NZ_CP015403.1,"IntegerElement(1834205, attributes={})"
NZ_CP020893.1,"IntegerElement(72361, attributes={})"
NC_017730.3,"IntegerElement(1087451, attributes={})"
NZ_CP021270.1,"IntegerElement(3423900, attributes={})"
NZ_LR134491.1,"IntegerElement(1309, attributes={})"
NZ_CP053468.1,"IntegerElement(851, attributes={})"
NZ_CP022037.1,"IntegerElement(730, attributes={})"
NZ_CP045533.1,"IntegerElement(2654284, attributes={})"
NZ_CP031964.1,"IntegerElement(1871037, attributes={})"
NZ_CP015589.1,"IntegerElement(1396, attributes={})"
NZ_CP090312.1,"IntegerElement(1402, attributes={})"
NC_013721.1,"IntegerElement(553190, attributes={})"
NZ_CP044986.1,"IntegerElement(29459, attributes={})"
NZ_CP017967.1,"IntegerElement(1406, attributes={})"
NZ_CP075231.1,"IntegerElement(29519, attributes={})"
NZ_CP075228.1,"IntegerElement(29519, attributes={})"
NZ_CP075224.1,"IntegerElement(29519, attributes={})"
NZ_CP033722.1,"IntegerElement(31963, attributes={})"
NZ_CP075233.1,"IntegerElement(29519, attributes={})"
NZ_CP075245.1,"IntegerElement(664662, attributes={})"
NZ_CP075243.1,"IntegerElement(664662, attributes={})"
NZ_CP075241.1,"IntegerElement(664662, attributes={})"
NZ_CP075238.1,"IntegerElement(664662, attributes={})"
NC_017301.1,"IntegerElement(681645, attributes={})"
NZ_CP075236.1,"IntegerElement(664662, attributes={})"
NZ_CP030868.1,"IntegerElement(2259623, attributes={})"
NZ_CP030868.2,"IntegerElement(2259623, attributes={})"
NZ_LS483295.1,"IntegerElement(32021, attributes={})"
NZ_CP031269.1,"IntegerElement(1292, attributes={})"
NZ_CP045537.1,"IntegerElement(2654326, attributes={})"
NZ_CP034548.1,"IntegerElement(2026189, attributes={})"
NZ_CP048798.1,"IntegerElement(147802, attributes={})"
NZ_CP031470.1,"IntegerElement(46126, attributes={})"
NZ_CP075412.1,"IntegerElement(29519, attributes={})"
NZ_CP075411.1,"IntegerElement(29519, attributes={})"
NZ_CP031443.1,"IntegerElement(2026190, attributes={})"
NC_017307.2,"IntegerElement(935697, attributes={})"
NC_017307.1,"IntegerElement(935697, attributes={})"
NZ_CP075403.1,"IntegerElement(29519, attributes={})"
NZ_CP075434.1,"IntegerElement(29519, attributes={})"
NZ_CP075433.1,"IntegerElement(29519, attributes={})"
NZ_CP075425.1,"IntegerElement(29519, attributes={})"
NZ_CP075424.1,"IntegerElement(29519, attributes={})"
NZ_CP075421.1,"IntegerElement(29519, attributes={})"
NC_022660.1,"IntegerElement(1358410, attributes={})"
NZ_CP025839.1,"IntegerElement(1599, attributes={})"
NZ_CP014048.1,"IntegerElement(672, attributes={})"
NZ_CP080285.1,"IntegerElement(287, attributes={})"
NC_018644.1,"IntegerElement(744985, attributes={})"
NZ_AP014585.1,"IntegerElement(1314, attributes={})"
NZ_CP066303.1,"IntegerElement(1282, attributes={})"
NZ_LR782267.1,"IntegerElement(2714110, attributes={})"
NZ_CP096665.1,"IntegerElement(287, attributes={})"
NZ_CP024846.1,"IntegerElement(1978229, attributes={})"
NZ_CP013262.1,"IntegerElement(1719, attributes={})"
NZ_LK055284.1,"IntegerElement(225364, attributes={})"
NZ_CP014771.1,"IntegerElement(1484116, attributes={})"
NC_014914.1,"IntegerElement(937774, attributes={})"
NZ_CP015408.1,"IntegerElement(1598, attributes={})"
NZ_AP017959.1,"IntegerElement(1827144, attributes={})"
NZ_CP015546.1,"IntegerElement(1288, attributes={})"
NZ_LT990039.1,"IntegerElement(2086584, attributes={})"
NZ_CP053850.1,"IntegerElement(1089434, attributes={})"
NC_009725.1,"IntegerElement(326423, attributes={})"
NZ_CP084165.1,"IntegerElement(747, attributes={})"
NZ_CP036420.1,"IntegerElement(1063, attributes={})"
NZ_CP027422.1,"IntegerElement(29382, attributes={})"
NZ_CP027242.1,"IntegerElement(2081703, attributes={})"
NZ_CP044165.1,"IntegerElement(195, attributes={})"
NZ_CP044984.1,"IntegerElement(29459, attributes={})"
NZ_CP006579.1,"IntegerElement(1354302, attributes={})"
NZ_LR215028.1,"IntegerElement(29562, attributes={})"
NZ_CP004391.1,"IntegerElement(1304873, attributes={})"
NC_021825.1,"IntegerElement(1639, attributes={})"
NZ_CP044173.1,"IntegerElement(197, attributes={})"
NZ_LR796240.1,"IntegerElement(69713, attributes={})"
NZ_CP042905.1,"IntegerElement(2594042, attributes={})"
NZ_CP047921.1,"IntegerElement(713059, attributes={})"
NZ_AP018281.1,"IntegerElement(2005460, attributes={})"
NZ_CP046062.1,"IntegerElement(33967, attributes={})"
NZ_CP047916.1,"IntegerElement(2572087, attributes={})"
NC_017945.2,"IntegerElement(1168865, attributes={})"
NC_022515.1,"IntegerElement(1366050, attributes={})"
NZ_LM995447.1,"IntegerElement(29343, attributes={})"
NZ_LN554846.1,"IntegerElement(80852, attributes={})"
NZ_LN554847.1,"IntegerElement(80852, attributes={})"
NZ_CP033721.1,"IntegerElement(31963, attributes={})"
NC_022130.1,"IntegerElement(1352356, attributes={})"
NZ_CP110217.1,"IntegerElement(2879107, attributes={})"
NZ_LR026983.1,"IntegerElement(2086585, attributes={})"
NC_014329.1,"IntegerElement(765874, attributes={})"
NC_017338.1,"IntegerElement(869816, attributes={})"
NZ_CP046310.1,"IntegerElement(109790, attributes={})"
NC_014222.1,"IntegerElement(456320, attributes={})"
NC_017303.2,"IntegerElement(889513, attributes={})"
NC_019048.1,"IntegerElement(1231389, attributes={})"
NC_022759.1,"IntegerElement(1244528, attributes={})"
NZ_CP063768.1,"IntegerElement(492670, attributes={})"
NZ_CP096664.1,"IntegerElement(287, attributes={})"
NZ_CP013671.1,"IntegerElement(669041, attributes={})"
NZ_CP025491.1,"IntegerElement(28087, attributes={})"
NZ_CP012907.1,"IntegerElement(210, attributes={})"
NZ_CP013260.1,"IntegerElement(1719, attributes={})"
NZ_CP022714.1,"IntegerElement(2099, attributes={})"
NZ_CP023011.1,"IntegerElement(1354, attributes={})"
NZ_CP014057.1,"IntegerElement(29385, attributes={})"
NZ_CP014113.1,"IntegerElement(29385, attributes={})"
NZ_CP011777.1,"IntegerElement(195, attributes={})"
NZ_CP012021.1,"IntegerElement(1639, attributes={})"
NZ_CP010795.1,"IntegerElement(1719, attributes={})"
NC_009637.1,"IntegerElement(426368, attributes={})"
NZ_CP022205.1,"IntegerElement(29459, attributes={})"
NZ_CP019809.1,"IntegerElement(1311, attributes={})"
NZ_CP019155.1,"IntegerElement(1932004, attributes={})"
NZ_CP020411.1,"IntegerElement(727, attributes={})"
NZ_CP016213.1,"IntegerElement(1639, attributes={})"
NZ_CP019061.1,"IntegerElement(40480, attributes={})"
NZ_CP018000.1,"IntegerElement(1914541, attributes={})"
NZ_OX336385.1,"IntegerElement(2972784, attributes={})"
NZ_CP018102.1,"IntegerElement(1351, attributes={})"
NZ_CP018004.1,"IntegerElement(1351, attributes={})"
NZ_CP017999.1,"IntegerElement(1914541, attributes={})"
NZ_CP021982.1,"IntegerElement(1719, attributes={})"
NZ_CP015539.1,"IntegerElement(1288, attributes={})"
NZ_CP015542.1,"IntegerElement(1288, attributes={})"
NZ_CP015555.1,"IntegerElement(1288, attributes={})"
NZ_CP007591.1,"IntegerElement(28903, attributes={})"
NZ_CP102372.1,"IntegerElement(2518973, attributes={})"
NZ_CP007205.1,"IntegerElement(1455592, attributes={})"
NZ_CP031751.1,"IntegerElement(1063, attributes={})"
NZ_CP007503.1,"IntegerElement(34085, attributes={})"
NZ_CP075408.1,"IntegerElement(29519, attributes={})"
NZ_CP075407.1,"IntegerElement(29519, attributes={})"
NZ_CP075404.1,"IntegerElement(29519, attributes={})"
NZ_CP075225.1,"IntegerElement(29519, attributes={})"
NZ_CP075226.1,"IntegerElement(29519, attributes={})"
NZ_CP075227.1,"IntegerElement(29519, attributes={})"
NZ_CP075229.1,"IntegerElement(29519, attributes={})"
NZ_CP030277.1,"IntegerElement(2026785, attributes={})"
NZ_CP075247.1,"IntegerElement(664662, attributes={})"
NZ_CP075246.1,"IntegerElement(664662, attributes={})"
NZ_CP075244.1,"IntegerElement(664662, attributes={})"
NZ_CP075230.1,"IntegerElement(29519, attributes={})"
NZ_CP075242.1,"IntegerElement(664662, attributes={})"
NZ_CP075239.1,"IntegerElement(664662, attributes={})"
NZ_CP075235.1,"IntegerElement(664662, attributes={})"
NZ_CP075237.1,"IntegerElement(664662, attributes={})"
NZ_CP075218.1,"IntegerElement(29519, attributes={})"
NZ_CP075217.1,"IntegerElement(29519, attributes={})"
NZ_CP075438.1,"IntegerElement(29519, attributes={})"
NZ_CP075437.1,"IntegerElement(29519, attributes={})"
NZ_CP075432.1,"IntegerElement(29519, attributes={})"
NZ_CP075431.1,"IntegerElement(29519, attributes={})"
NZ_CP075430.1,"IntegerElement(29519, attributes={})"
NZ_CP075428.1,"IntegerElement(29519, attributes={})"
NZ_CP075413.1,"IntegerElement(29519, attributes={})"
NZ_CP075426.1,"IntegerElement(29519, attributes={})"
NZ_CP075423.1,"IntegerElement(29519, attributes={})"
NZ_CP075420.1,"IntegerElement(29519, attributes={})"
NZ_CP075419.1,"IntegerElement(29519, attributes={})"
NZ_CP075418.1,"IntegerElement(29519, attributes={})"
NZ_CP075417.1,"IntegerElement(29519, attributes={})"
NZ_CP075416.1,"IntegerElement(29519, attributes={})"
NZ_CP075415.1,"IntegerElement(29519, attributes={})"
NZ_CP075414.1,"IntegerElement(29519, attributes={})"
NZ_CP031933.1,"IntegerElement(2304606, attributes={})"
NZ_LR698995.1,"IntegerElement(2485926, attributes={})"
NZ_CP007751.1,"IntegerElement(1349826, attributes={})"
NZ_LN890280.1,"IntegerElement(1078905, attributes={})"
NZ_CP021474.1,"IntegerElement(1255, attributes={})"
NZ_CP015100.1,"IntegerElement(1719, attributes={})"
NZ_CP017201.1,"IntegerElement(139, attributes={})"
NC_016932.1,"IntegerElement(1074485, attributes={})"
NZ_CP017948.1,"IntegerElement(1911684, attributes={})"
NC_000907.1,"IntegerElement(71421, attributes={})"
NZ_CP044162.1,"IntegerElement(197, attributes={})"
NZ_LR214997.1,"IntegerElement(45361, attributes={})"
NZ_CP053656.1,"IntegerElement(1396, attributes={})"
NZ_CP044429.1,"IntegerElement(1134669, attributes={})"
NZ_LR134272.1,"IntegerElement(1314, attributes={})"
NC_003454.1,"IntegerElement(190304, attributes={})"
NC_017269.1,"IntegerElement(935297, attributes={})"
NZ_CP020405.1,"IntegerElement(747, attributes={})"
NZ_CP043811.1,"IntegerElement(725, attributes={})"
NZ_CP091876.1,"IntegerElement(1280, attributes={})"
NZ_CP043481.1,"IntegerElement(65958, attributes={})"
NC_017303.1,"IntegerElement(889513, attributes={})"
NC_017300.1,"IntegerElement(679896, attributes={})"
NZ_CP019828.1,"IntegerElement(1311, attributes={})"
NC_018019.2,"IntegerElement(1161911, attributes={})"
NC_018019.1,"IntegerElement(1161911, attributes={})"
NZ_CP015604.1,"IntegerElement(1848756, attributes={})"
NZ_AP014712.1,"IntegerElement(210, attributes={})"
NZ_CP010058.1,"IntegerElement(32022, attributes={})"
NZ_CP022207.1,"IntegerElement(1089433, attributes={})"
NZ_CP047920.1,"IntegerElement(713059, attributes={})"
NZ_CP107556.1,"IntegerElement(492670, attributes={})"
NZ_CP040616.1,"IntegerElement(197, attributes={})"
NZ_CP096542.1,"IntegerElement(2935859, attributes={})"
NC_007514.1,"IntegerElement(340177, attributes={})"
NZ_LR214938.1,"IntegerElement(2124, attributes={})"
NC_000915.1,"IntegerElement(85962, attributes={})"
NZ_LR215022.1,"IntegerElement(2113, attributes={})"
NZ_CP047918.1,"IntegerElement(2572087, attributes={})"
NZ_CP063163.1,"IntegerElement(2779776, attributes={})"
NC_013412.1,"IntegerElement(544556, attributes={})"
NZ_CP003560.1,"IntegerElement(1191459, attributes={})"
NZ_CP002190.1,"IntegerElement(765869, attributes={})"
NZ_CP022470.1,"IntegerElement(197, attributes={})"
NZ_CP033512.1,"IntegerElement(1048830, attributes={})"
NZ_CP014204.1,"IntegerElement(1561, attributes={})"
NZ_CP022559.1,"IntegerElement(197, attributes={})"
NZ_AP017913.1,"IntegerElement(511435, attributes={})"
NZ_CP109785.1,"IntegerElement(2934937, attributes={})"
NZ_AP014710.1,"IntegerElement(210, attributes={})"
NZ_CP011328.1,"IntegerElement(1311, attributes={})"
NZ_CP025011.1,"IntegerElement(2056494, attributes={})"
NZ_CP026367.1,"IntegerElement(421000, attributes={})"
NZ_CP026323.1,"IntegerElement(210, attributes={})"
NZ_CP029684.1,"IntegerElement(2203724, attributes={})"
NZ_CP024015.1,"IntegerElement(210, attributes={})"
NZ_CP024017.1,"IntegerElement(210, attributes={})"
NZ_CP009217.1,"IntegerElement(1528098, attributes={})"
NZ_CP014023.1,"IntegerElement(28035, attributes={})"
NZ_CP023448.1,"IntegerElement(210, attributes={})"
NZ_CP010013.1,"IntegerElement(210, attributes={})"
NZ_CP042404.1,"IntegerElement(3342190, attributes={})"
NC_017308.1,"IntegerElement(1087454, attributes={})"
NZ_CP019827.1,"IntegerElement(1311, attributes={})"
NZ_CP040008.1,"IntegerElement(2572087, attributes={})"
NZ_CP040011.1,"IntegerElement(2572089, attributes={})"
NZ_CP020406.1,"IntegerElement(28035, attributes={})"
NZ_CP020403.1,"IntegerElement(747, attributes={})"
NZ_CP020357.1,"IntegerElement(182710, attributes={})"
NZ_CP019826.1,"IntegerElement(1311, attributes={})"
NZ_CP019807.1,"IntegerElement(1311, attributes={})"
NC_020389.1,"IntegerElement(1236903, attributes={})"
NZ_CP019808.1,"IntegerElement(1311, attributes={})"
NZ_CP019802.1,"IntegerElement(1311, attributes={})"
NZ_CP041204.1,"IntegerElement(2590777, attributes={})"
NZ_CP019824.1,"IntegerElement(1311, attributes={})"
NZ_CP019823.1,"IntegerElement(1311, attributes={})"
NZ_CP019822.1,"IntegerElement(1311, attributes={})"
NZ_CP019815.1,"IntegerElement(1311, attributes={})"
NZ_CP019812.1,"IntegerElement(1311, attributes={})"
NC_023044.1,"IntegerElement(1379702, attributes={})"
NC_016938.1,"IntegerElement(1090974, attributes={})"
NZ_CP040003.1,"IntegerElement(713059, attributes={})"
NZ_CP019081.1,"IntegerElement(747, attributes={})"
NZ_CP091968.1,"IntegerElement(28182, attributes={})"
NC_017926.1,"IntegerElement(1127122, attributes={})"
NZ_CP015606.1,"IntegerElement(1848755, attributes={})"
NZ_CP024016.1,"IntegerElement(210, attributes={})"
NZ_CP018623.1,"IntegerElement(1311, attributes={})"
NZ_CP094163.1,"IntegerElement(210, attributes={})"
NZ_CP021989.1,"IntegerElement(134821, attributes={})"
NZ_CP019833.1,"IntegerElement(1311, attributes={})"
NZ_CP019836.1,"IntegerElement(1311, attributes={})"
NZ_CP019837.1,"IntegerElement(1311, attributes={})"
NZ_CP016269.1,"IntegerElement(1150389, attributes={})"
NZ_CP022046.1,"IntegerElement(1296, attributes={})"
NZ_CP015976.1,"IntegerElement(1311, attributes={})"
NZ_CP015538.1,"IntegerElement(1288, attributes={})"
NZ_CP015605.1,"IntegerElement(1848754, attributes={})"
NZ_CP015603.1,"IntegerElement(1848255, attributes={})"
NZ_CP019832.1,"IntegerElement(1311, attributes={})"
NZ_CP019830.1,"IntegerElement(1311, attributes={})"
NZ_CP014012.1,"IntegerElement(774, attributes={})"
NZ_CP019810.1,"IntegerElement(1311, attributes={})"
NZ_CP019821.1,"IntegerElement(1311, attributes={})"
NZ_CP019825.1,"IntegerElement(1311, attributes={})"
NZ_CP022551.1,"IntegerElement(197, attributes={})"
NZ_CP019806.1,"IntegerElement(1311, attributes={})"
NZ_CP019804.1,"IntegerElement(1311, attributes={})"
NZ_CP019805.1,"IntegerElement(1311, attributes={})"
NC_014658.1,"IntegerElement(523846, attributes={})"
NZ_CP047919.1,"IntegerElement(713059, attributes={})"
NZ_AP014711.1,"IntegerElement(210, attributes={})"
NZ_CP039459.1,"IntegerElement(1909293, attributes={})"
NC_022908.1,"IntegerElement(1407053, attributes={})"
NC_009566.1,"IntegerElement(374930, attributes={})"
NC_017252.1,"IntegerElement(713602, attributes={})"
NZ_LR215976.1,"IntegerElement(28090, attributes={})"
NC_019048.2,"IntegerElement(1311, attributes={})"
NZ_LR134229.1,"IntegerElement(54291, attributes={})"
NC_018643.1,"IntegerElement(859653, attributes={})"
NC_010531.1,"IntegerElement(452638, attributes={})"
NZ_CP010804.1,"IntegerElement(34021, attributes={})"
NC_016632.1,"IntegerElement(568817, attributes={})"
NZ_CP030776.1,"IntegerElement(1492, attributes={})"
NC_011498.1,"IntegerElement(570508, attributes={})"
NZ_CP012022.1,"IntegerElement(1719, attributes={})"
NZ_LS450958.1,"IntegerElement(83555, attributes={})"
NZ_CP003561.1,"IntegerElement(1191459, attributes={})"
NZ_CP031558.1,"IntegerElement(210, attributes={})"
NC_011896.1,"IntegerElement(561304, attributes={})"
NZ_CP007051.1,"IntegerElement(694431, attributes={})"
